name,price,review_score,review_title,number_of_reviews,star_rating,kms_from_centre,location_score,room_type,bed_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
"Hotel 50 Bowery, part of JdV by Hyatt",US$901,8.5,Very good,961,4.0,,,King Room,1 extra-large double bed,False,True,False,18,4,2025-02-02
Iroquois New York Times Square,"US$1,190",8.5,Very good,2625,5.0,,9.7,Superior 1 Queen Bed,1 large double bed,True,True,False,18,5,2025-02-02
Archer Hotel New York,"US$1,272",8.8,Fabulous,1027,4.0,,9.5,Classic Queen Mobility- and Hearing-Accessible Guest Room With Roll-In Shower,1 large double bed,False,True,False,18,5,2025-02-02
The Chelsean New York,US$809,7.0,Good,2729,3.0,,,"Guest room, 1 King, High floor",1 extra-large double bed,False,True,True,18,5,2025-02-02
Courtyard New York Downtown Manhattan/Financial District,US$682,7.7,Good,2167,3.0,,,"Guest room, 1 King, City view",1 extra-large double bed,False,True,False,18,5,2025-02-02
Fairfield Inn by Marriott New York Manhattan/Financial District,US$738,7.8,Good,3621,3.0,,,King Room,1 extra-large double bed,True,True,False,18,5,2025-02-02
Doubletree By Hilton New York Times Square West,US$822,6.8,Review score,11271,4.0,,,Standard King Room,1 extra-large double bed,False,True,False,18,5,2025-02-02
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$905,8.6,Fabulous,1895,3.0,,9.6,Deluxe Double Room - Non Smoking,1 double bed,False,True,False,18,5,2025-02-02
Grayson Hotel,"US$1,360",8.5,Very good,1053,4.0,,9.5,King Room - High Floor,1 extra-large double bed,False,True,False,18,5,2025-02-02
SpringHill Suites by Marriott New York Manhattan/Times Square South,"US$1,008",8.2,Very good,7736,4.0,,,Queen Room - Non-Smoking,1 large double bed,True,True,False,18,5,2025-02-02
"voco Times Square South New York, an IHG Hotel","US$1,002",8.1,Very good,3797,4.0,,,Standard Room with Full Bed and Tub - Mobility Accessible,1 double bed,False,True,False,18,5,2025-02-02
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,US$818,8.0,Very good,1042,3.0,,,King Room,1 extra-large double bed,True,True,False,18,5,2025-02-02
La Quinta by Wyndham Time Square South,US$902,8.5,Very good,4315,3.0,,9.3,King Room - Non-Smoking,1 extra-large double bed,True,True,False,18,5,2025-02-02
Four Points by Sheraton Manhattan SoHo Village,US$754,7.9,Good,890,3.0,,,"Guest Room, 1 King",1 extra-large double bed,False,True,False,18,5,2025-02-02
Freehand New York,US$925,8.0,Very good,2236,4.0,,,Cozy Queen,1 large double bed,False,True,True,18,5,2025-02-02
Hotel Hayden New York,US$852,7.1,Good,3146,4.0,,,Superior King Room,1 extra-large double bed,False,True,True,18,5,2025-02-02
citizenM New York Bowery,"US$1,029",8.7,Fabulous,3312,4.0,,,King Room,1 extra-large double bed,False,True,True,18,5,2025-02-02
Hotel 57 by LuxUrban,US$772,7.0,Good,5033,4.0,,,Double Room - Non-Smoking,1 double bed,False,False,True,18,5,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$930,8.6,Fabulous,6371,4.0,,9.4,Standard King Room,1 extra-large double bed,False,True,False,18,5,2025-02-02
Cambria Hotel New York - Chelsea,US$931,7.9,Good,4004,4.0,,,King Room - Disability Access,1 extra-large double bed,False,False,True,18,5,2025-02-02
The Washington by LuxUrban,US$814,7.7,Good,9443,4.0,,9.4,Deluxe King Room - Non-Smoking,1 extra-large double bed,False,False,True,18,5,2025-02-02
Hyatt House New York/Chelsea,"US$1,059",8.4,Very good,1735,3.0,,9.5,Den King Room,1 extra-large double bed,True,False,True,18,5,2025-02-02
"Holiday Inn Express - Wall Street, an IHG Hotel",US$903,7.8,Good,1894,3.0,,,Standard Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
"Hotel Indigo NYC Financial District, an IHG Hotel",US$838,8.8,Fabulous,1540,3.0,,9.5,Standard King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Delta Hotels by Marriott New York Times Square,US$892,7.8,Good,4182,4.0,,,King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Hampton Inn by Hilton New York Times Square,"US$1,092",7.8,Good,2429,3.0,,9.5,King Room,1 extra-large double bed,True,False,True,18,5,2025-02-02
Romer Hell's Kitchen,"US$1,237",8.6,Fabulous,2423,4.0,,9.5,Deluxe Corner King,1 extra-large double bed,False,False,True,18,5,2025-02-02
The Gotham Hotel,"US$1,298",8.5,Very good,1709,4.0,,9.5,Midtown Balcony King,1 extra-large double bed,False,False,True,18,5,2025-02-02
"Holiday Inn Express - Times Square South, an IHG Hotel",US$905,8.2,Very good,2977,3.0,,9.6,Standard King Room,1 extra-large double bed,True,False,True,18,5,2025-02-02
Hilton Garden Inn New York/Tribeca,US$804,7.5,Good,661,3.0,,,King Room with Bath Tub - Mobility Access,1 extra-large double bed,False,False,True,18,5,2025-02-02
The Herald by LuxUrban,US$886,7.7,Good,8944,3.0,,9.6,Deluxe King Room - Non-Smoking,1 extra-large double bed,False,False,True,18,5,2025-02-02
Residence Inn New York Downtown Manhattan/Financial District,US$783,8.2,Very good,712,4.0,,,"Studio, 1 King",1 extra-large double bed,True,False,True,18,5,2025-02-02
Pod 51,US$635,7.9,Good,11275,3.0,,9.3,Standard Bunk Bed Room with Shared Bathroom,2 single beds,False,True,False,18,5,2025-02-02
"The New Yorker, A Wyndham Hotel",US$884,7.7,Good,15625,4.0,,9.4,Standard Queen Room,1 large double bed,False,True,True,18,5,2025-02-02
DoubleTree by Hilton New York Downtown,US$813,7.5,Good,3932,4.0,,,King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Fairfield By Marriott New York Manhattan Times Square,"US$1,117",8.3,Very good,5634,4.0,,,King Room,1 extra-large double bed,True,True,False,18,5,2025-02-02
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"US$1,034",7.9,Good,4899,4.0,,9.5,King Room,1 extra-large double bed,True,True,False,18,5,2025-02-02
Hampton Inn Manhattan-35th St Empire State Bldg,US$982,8.2,Very good,6702,3.0,,9.6,King Room - Non-Smoking,1 extra-large double bed,True,True,False,18,5,2025-02-02
Moxy NYC Lower East Side,"US$1,196",8.0,Very good,1241,4.0,,,King Room  - No View,1 extra-large double bed,True,False,True,18,5,2025-02-02
Courtyard by Marriott New York Manhattan/Central Park,"US$1,292",8.2,Very good,5517,4.0,,9.5,King or Queen Room with City View,1 large double bed,False,True,False,18,5,2025-02-02
Riverside Tower Hotel,US$804,8.5,Very good,2267,2.0,,,River View Double,1 double bed,False,True,False,18,5,2025-02-02
17John,"US$1,070",8.7,Fabulous,209,,,,King Studio,Entire studio•1 bathroom•32m²,False,True,True,18,5,2025-02-02
Henn na Hotel New York,"US$1,056",8.6,Fabulous,3295,4.0,,9.5,Deluxe Double Room,2 double beds,False,True,False,18,5,2025-02-02
The Belvedere Hotel,US$796,7.9,Good,5919,3.0,,9.4,Standard King Room,1 extra-large double bed,False,True,True,18,5,2025-02-02
SpringHill Suites by Marriott New York Manhattan Times Square,"US$1,171",8.1,Very good,304,3.0,,9.4,Deluxe Corner King Room,1 extra-large double bed,True,True,False,18,5,2025-02-02
Chambers powered by Sonder,"US$1,424",8.1,Very good,685,4.0,,9.6,Queen Room,1 large double bed,False,True,True,18,5,2025-02-02
Leon Hotel LES,US$872,8.0,Very good,2563,3.0,,,Deluxe King Room,1 extra-large double bed,False,True,False,18,5,2025-02-02
Eurostars Wall Street,US$810,7.9,Good,1345,4.0,,,Queen Room,1 large double bed,False,True,False,18,5,2025-02-02
Courtyard by Marriott New York Manhattan/Chelsea,"US$1,099",8.2,Very good,1627,4.0,,9.3,King Room,1 extra-large double bed,False,True,False,18,5,2025-02-02
"Club Quarters Hotel Grand Central, New York",US$920,8.3,Very good,4787,4.0,,9.4,Small Queen Room,1 large double bed,False,False,True,18,5,2025-02-02
citizenM New York Times Square,"US$1,110",8.7,Fabulous,3998,4.0,,9.6,King Room,1 extra-large double bed,False,True,True,18,5,2025-02-02
Life Hotel New York,"US$1,015",8.0,Very good,801,4.0,,9.4,Standard King Room,1 extra-large double bed,False,True,True,18,5,2025-02-02
Wingate by Wyndham New York Midtown South/5th Ave,US$956,8.4,Very good,2387,3.0,,9.5,King Room - Non-Smoking,1 extra-large double bed,True,False,True,18,5,2025-02-02
Sonder at The Nash,US$958,8.0,Very good,152,4.0,,9.3,King Studio,Entire studio•1 bathroom•1 kitchen•30m²,False,True,True,18,5,2025-02-02
NoMo SoHo,"US$1,281",7.7,Good,1408,4.0,,,Classic Queen,1 large double bed,False,False,True,18,5,2025-02-02
Motto by Hilton New York City Chelsea,"US$1,141",8.5,Very good,3142,4.0,,9.4,King Room,1 extra-large double bed,False,True,False,18,5,2025-02-02
Comfort Inn Manhattan - Midtown West,US$839,7.0,Good,1026,3.0,,,King Room - Non-Smoking,1 extra-large double bed,True,False,True,18,5,2025-02-02
Best Western Premier Empire State Hotel,US$820,8.5,Very good,1499,3.0,,9.3,King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Heritage Hotel New York City,US$719,7.4,Good,3782,3.0,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,18,5,2025-02-02
Pod Times Square,US$902,8.2,Very good,23069,3.0,,9.4,Queen Pod,1 large double bed,False,True,False,18,5,2025-02-02
Best Western Premier Herald Square,US$786,7.8,Good,675,3.0,,,King Room - Non-Smoking,1 extra-large double bed,False,False,True,18,5,2025-02-02
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,US$855,8.3,Very good,5045,3.0,,,King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Executive Hotel Le Soleil New York,"US$1,366",8.6,Fabulous,4532,4.0,,9.5,Executive Queen Room,1 large double bed,False,True,True,18,5,2025-02-02
Millennium Hotel Broadway Times Square,"US$1,063",7.4,Good,7887,4.0,,9.4,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 large double bed,False,True,False,18,5,2025-02-02
Renaissance New York Chelsea Hotel,"US$1,195",8.1,Very good,1198,4.0,,,"Guest Room, 1 King",1 extra-large double bed,False,True,False,18,5,2025-02-02
The Dominick Hotel,"US$2,343",8.7,Fabulous,1143,5.0,,9.4,Hudson Square King Room,1 extra-large double bed,False,True,True,18,5,2025-02-02
Hotel 309,US$498,6.0,Review score,1859,2.0,,,Economy Room with Shared Bath,1 large double bed,False,True,True,18,5,2025-02-02
Hotel AKA NoMad,"US$1,309",8.3,Very good,663,4.0,,9.3,Double Room,1 large double bed,False,False,True,18,5,2025-02-02
SoHo 54,US$773,7.6,Good,3959,3.0,,,SoHo King,1 extra-large double bed,False,True,False,18,5,2025-02-02
DoubleTree by Hilton Hotel New York City - Chelsea,US$887,7.1,Good,3603,4.0,,,King Room - Non-Smoking,1 extra-large double bed,False,True,False,18,5,2025-02-02
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel",US$814,7.3,Good,1749,3.0,,,Queen Room with Accessible Roll in Shower - Non-Smoking,1 large double bed,True,False,True,18,5,2025-02-02
"EVEN Hotel New York - Midtown East, an IHG Hotel","US$1,012",8.1,Very good,1309,4.0,,9.3,Standard King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Hyatt Place New York City - Times Square,"US$1,090",7.8,Good,21903,4.0,,,Standard King Room,1 extra-large double bed,True,True,False,18,5,2025-02-02
Aloft New York Chelsea,"US$1,003",8.3,Very good,158,4.0,,,King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
LUMA Hotel - Times Square,"US$1,494",8.9,Fabulous,4175,4.0,,9.7,Urban Room With Two Queen Beds,2 large double beds,False,True,False,18,5,2025-02-02
"U Hotel Fifth Avenue, Empire State Building",US$871,7.9,Good,3406,3.0,,9.5,Queen Room,1 large double bed,False,False,True,18,5,2025-02-02
Four Points by Sheraton Manhattan Midtown West,US$964,8.3,Very good,1967,4.0,,,Queen Room,1 large double bed,False,False,True,18,5,2025-02-02
M Social Hotel Times Square New York,"US$1,337",8.4,Very good,11794,4.0,,9.6,Social City View King,1 extra-large double bed,False,False,True,18,5,2025-02-02
The Knickerbocker,"US$2,057",8.6,Fabulous,2308,5.0,,9.5,Deluxe Room with One King Bed,1 extra-large double bed,False,False,True,18,5,2025-02-02
Hyatt Place New York Chelsea,"US$1,178",7.9,Good,17999,4.0,,,Double Room with Two Double Beds,2 double beds,True,True,False,18,5,2025-02-02
Hyatt Centric Midtown 5th Avenue New York,"US$1,392",8.0,Very good,1129,4.0,,,King Room with Roll-In Shower - Disability Access,1 extra-large double bed,False,True,False,18,5,2025-02-02
Hotel Stanford,US$944,7.9,Good,134,3.0,,9.5,Deluxe Double Room,1 double bed,True,False,True,18,5,2025-02-02
W New York - Times Square,"US$1,417",7.9,Good,1372,4.0,,9.3,"Wonderful Guest room, 1 King, City view",1 extra-large double bed,False,True,False,18,5,2025-02-02
Aura Hotel Times Square Newly Renovated,US$969,7.6,Good,447,4.0,,9.3,Standard Full,1 single bed,False,False,True,18,5,2025-02-02
Hilton Garden Inn West 35th Street,US$934,8.2,Very good,3056,3.0,,9.5,King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Hilton Garden Inn New York Manhattan Midtown East,"US$1,004",7.4,Good,1364,3.0,,,Queen Room with Two Queen Beds,2 large double beds,False,False,True,18,5,2025-02-02
Hotel Mimosa,US$878,8.3,Very good,1111,3.0,,,Superior Queen Room,1 large double bed,False,True,True,18,5,2025-02-02
Courtyard New York Manhattan/Midtown West,"US$1,563",8.6,Fabulous,2126,4.0,,,"Guest room, 2 Queen",2 large double beds,False,False,True,18,5,2025-02-02
Hampton Inn Manhattan Grand Central,US$856,8.0,Very good,1085,3.0,,,King Room - Non-Smoking,1 extra-large double bed,True,False,True,18,5,2025-02-02
Hilton Club The Central at 5th New York,"US$1,619",9.0,Superb,802,3.0,,9.8,King Studio,1 extra-large double bed,False,False,True,18,5,2025-02-02
Courtyard by Marriott New York World Trade Center Area,US$828,8.3,Very good,2242,3.0,,,King Room - Hearing Accessible,1 extra-large double bed,False,False,True,18,5,2025-02-02
"InterContinental New York Barclay Hotel, an IHG Hotel","US$1,478",8.1,Very good,1589,5.0,,,Classic Room,,False,False,True,18,5,2025-02-02
Sheraton Tribeca New York Hotel,"US$1,045",7.9,Good,3274,4.0,,,Standard King Room,1 extra-large double bed,False,True,False,18,5,2025-02-02
The Blakely by LuxUrban,US$852,7.4,Good,5996,,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,18,5,2025-02-02
American Dream,US$616,8.0,Very good,518,2.0,,9.3,Twin Room with Shared Bathroom,1 bunk bed,True,True,False,18,5,2025-02-02
The Manhattan Club,"US$1,275",8.2,Very good,4220,4.0,,9.6,Executive Junior Suite,Private suite,False,False,True,18,5,2025-02-02
BeHome by LuxUrban,US$752,6.5,Review score,1364,3.0,,9.3,Queen Room - Non-Smoking,1 large double bed,False,False,True,18,5,2025-02-02
Sixty LES,"US$1,355",7.7,Good,848,4.0,,,Queen Studio,1 large double bed,False,True,False,18,5,2025-02-02
"Holiday Inn New York City - Times Square, an IHG Hotel",US$929,7.8,Good,1934,3.0,,,Standard King Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Mint House at 70 Pine,"US$1,316",9.2,Superb,979,4.0,,,Queen Room,1 large double bed,False,False,True,18,5,2025-02-02
"Kimpton Hotel Eventi, an IHG Hotel","US$1,560",8.4,Very good,507,5.0,,,Essential Room,1 extra-large double bed,False,False,True,18,5,2025-02-02
Iroquois New York Times Square,US$256,8.5,Very good,2625,5.0,1.4,9.7,Superior 1 Queen Bed,1 large double bed,True,True,False,19,1,2025-02-02
Archer Hotel New York,US$261,8.8,Fabulous,1027,4.0,1.8,9.5,Classic Queen Mobility- and Hearing-Accessible Guest Room With Roll-In Shower,1 large double bed,False,True,False,19,1,2025-02-02
The Chelsean New York,US$175,7.0,Good,2729,3.0,2.8,,King Room - Disability Access,1 extra-large double bed,False,True,True,19,1,2025-02-02
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$181,8.6,Fabulous,1895,3.0,0.8,9.6,Boutique Double - Non Smoking,1 double bed,False,True,False,19,1,2025-02-02
Courtyard New York Manhattan/Midtown West,US$226,8.6,Fabulous,2126,4.0,2.1,,Primary King Room - Hearing Accessible,1 extra-large double bed,False,False,True,19,1,2025-02-02
Grayson Hotel,US$248,8.5,Very good,1053,4.0,1.8,9.5,King Room - High Floor,1 extra-large double bed,False,False,True,19,1,2025-02-02
Riverside Tower Hotel,US$174,8.5,Very good,2267,2.0,1.9,,River View Double,1 double bed,False,True,False,19,1,2025-02-02
"Hotel Indigo NYC Financial District, an IHG Hotel",US$178,8.8,Fabulous,1540,3.0,7.2,9.5,Standard King Room,1 extra-large double bed,False,False,True,19,1,2025-02-02
Hotel Hayden New York,US$194,7.1,Good,3146,4.0,2.5,,Superior King Room,1 extra-large double bed,False,True,False,19,1,2025-02-02
Da Vinci Hotel,US$136,7.4,Good,1467,3.0,,9.4,Standard Queen Room,1 large double bed,False,True,True,19,1,2025-02-02
Hyatt House New York/Chelsea,US$215,8.4,Very good,1735,3.0,2.5,9.5,Den King Room,1 extra-large double bed,True,False,True,19,1,2025-02-02
Four Points by Sheraton New York Downtown,US$173,7.8,Good,1988,3.0,7.0,,"Guest Room, 1 King",1 extra-large double bed,False,True,False,19,1,2025-02-02
The Gotham Hotel,US$269,8.5,Very good,1709,4.0,1.4,9.5,Midtown Balcony King,1 extra-large double bed,False,False,True,19,1,2025-02-02
American Dream,US$123,8.0,Very good,518,2.0,3.2,9.3,Twin Room with Shared Bathroom,1 bunk bed,True,True,False,19,1,2025-02-02
citizenM New York Bowery,US$243,8.7,Fabulous,3312,4.0,5.4,,King Room,1 extra-large double bed,False,True,True,19,1,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$220,8.6,Fabulous,6371,4.0,7.0,9.4,Standard King Room,1 extra-large double bed,False,True,False,19,1,2025-02-02
"InterContinental New York Barclay Hotel, an IHG Hotel",US$283,8.1,Very good,1589,5.0,1.5,,Classic Room,,False,True,False,19,1,2025-02-02
DoubleTree by Hilton New York Downtown,US$178,7.5,Good,3932,4.0,7.6,,King Room,1 extra-large double bed,False,False,True,19,1,2025-02-02
Romer Hell's Kitchen,US$245,8.6,Fabulous,2423,4.0,0.6,9.5,Deluxe King Hearing Accessible,1 extra-large double bed,False,False,True,19,1,2025-02-02
Ink 48 Hotel,US$235,7.5,Good,2557,4.0,1.2,,King Room,1 extra-large double bed,False,True,True,19,1,2025-02-02
Royalton New York,US$221,7.5,Good,3093,4.0,1.4,9.4,Standard Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
Renaissance New York Midtown Hotel,US$251,8.7,Fabulous,1600,4.0,2.0,9.3,Standard King Room with Transfer Shower - Mobility Accessible,1 extra-large double bed,False,False,True,19,1,2025-02-02
Doubletree By Hilton New York Times Square West,US$207,6.8,Review score,11271,4.0,1.6,,One King Bed Hearing Accessible,1 extra-large double bed,False,False,True,19,1,2025-02-02
70 Park Avenue Hotel,US$193,8.3,Very good,2263,4.0,2.0,9.5,Essential Queen Room,1 large double bed,False,True,False,19,1,2025-02-02
Comfort Inn Manhattan - Midtown West,US$124,7.0,Good,1026,3.0,1.1,,Standard Room,1 double bed,True,True,True,19,1,2025-02-02
SoHo 54,US$186,7.6,Good,3959,3.0,5.3,,SoHo King,1 extra-large double bed,False,True,False,19,1,2025-02-02
The Knickerbocker,US$364,8.6,Fabulous,2308,5.0,1.4,9.5,Superior Room with One King Bed,1 extra-large double bed,False,False,True,19,1,2025-02-02
Refinery Hotel - New York,US$364,8.6,Fabulous,600,5.0,1.8,9.4,Studio Queen Room,1 large double bed,False,True,True,19,1,2025-02-02
The Shelburne Sonesta New York,US$214,8.3,Very good,2249,4.0,2.2,,Queen Room,1 large double bed,False,True,False,19,1,2025-02-02
The Benjamin Royal Sonesta New York,US$311,8.1,Very good,844,5.0,1.5,,Deluxe King Studio,1 extra-large double bed,False,True,False,19,1,2025-02-02
Moxy NYC Lower East Side,US$285,8.0,Very good,1241,4.0,5.6,,King Room with City View,1 extra-large double bed,True,False,True,19,1,2025-02-02
Hotel 57 by LuxUrban,US$185,7.0,Good,5033,4.0,1.3,,Double Room - Non-Smoking,1 double bed,False,False,True,19,1,2025-02-02
"The New Yorker, A Wyndham Hotel",US$248,7.7,Good,15625,4.0,2.0,9.4,Standard Queen Room,1 large double bed,False,True,True,19,1,2025-02-02
Four Points by Sheraton Manhattan Midtown West,US$184,8.3,Very good,1967,4.0,2.0,,Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
Hilton Garden Inn New York/Tribeca,US$185,7.5,Good,661,3.0,5.6,,King Room with Bath Tub - Mobility Access,1 extra-large double bed,False,False,True,19,1,2025-02-02
W New York - Times Square,US$328,7.9,Good,1372,4.0,1.0,9.3,Wonderful King Room with City View and Adapted Tub - Mobility and Hearing Accessible,1 extra-large double bed,False,False,True,19,1,2025-02-02
Hyatt Centric Midtown 5th Avenue New York,US$316,8.0,Very good,1129,4.0,1.9,,King Room with Roll-In Shower - Disability Access,1 extra-large double bed,False,True,False,19,1,2025-02-02
Riu Plaza New York Times Square,US$242,8.5,Very good,7237,4.0,1.0,9.5,Deluxe Queen Room,1 large double bed,True,False,True,19,1,2025-02-02
NH Collection New York Madison Avenue,US$271,8.5,Very good,1972,4.0,2.0,9.5,Superior Room,1 large double bed,False,False,True,19,1,2025-02-02
Eurostars Wall Street,US$195,7.9,Good,1345,4.0,7.3,,Queen Room,1 large double bed,False,True,False,19,1,2025-02-02
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",US$216,8.7,Fabulous,1175,3.0,1.5,9.5,Queen Room - Non-Smoking,1 large double bed,False,True,False,19,1,2025-02-02
The Gallivant Times Square,US$127,5.7,Review score,6112,4.0,0.9,,Standard Accessible Room,1 double bed,False,False,True,19,1,2025-02-02
Executive Hotel Le Soleil New York,US$303,8.6,Fabulous,4532,4.0,2.0,9.5,Executive Queen Room,1 large double bed,False,True,True,19,1,2025-02-02
Pod 51,US$149,7.9,Good,11275,3.0,1.7,9.3,Standard Bunk Bed Room with Shared Bathroom,2 single beds,False,False,True,19,1,2025-02-02
Hotel AKA NoMad,US$279,8.3,Very good,663,4.0,2.5,9.3,Double Room,1 large double bed,False,False,True,19,1,2025-02-02
"Holiday Inn Express - Wall Street, an IHG Hotel",US$226,7.8,Good,1894,3.0,7.3,,Superior King Room,1 extra-large double bed,True,False,True,19,1,2025-02-02
U.S. Pacific Hotel,US$104,5.9,Review score,2877,1.0,5.7,,Standard Double (No Window),1 double bed,False,True,True,19,1,2025-02-02
NoMo SoHo,US$279,7.7,Good,1408,4.0,5.6,,Classic Queen,1 large double bed,False,False,True,19,1,2025-02-02
"InterContinental New York Times Square, an IHG Hotel",US$329,7.9,Good,1787,4.0,1.2,,Classic King Room with Roll In Shower - Mobility Accessible,1 extra-large double bed,False,True,False,19,1,2025-02-02
Renaissance New York Chelsea Hotel,US$243,8.1,Very good,1198,4.0,2.8,,"Guest Room, 1 King",1 extra-large double bed,False,False,True,19,1,2025-02-02
The Frederick Hotel Tribeca,US$231,8.3,Very good,2238,5.0,6.3,9.4,Standard 1 Full Bed,1 double bed,True,True,True,19,1,2025-02-02
"voco Times Square South New York, an IHG Hotel",US$272,8.1,Very good,3797,4.0,1.8,,Room with Full Bed and Roll-In Shower - Mobility/Communications Accessible,1 double bed,False,True,False,19,1,2025-02-02
"Staypineapple, An Artful Hotel, Midtown New York",US$202,8.6,Fabulous,1640,4.0,1.8,,Fashionista King w/ Communication Features,1 extra-large double bed,False,True,True,19,1,2025-02-02
Heritage Hotel New York City,US$163,7.4,Good,3782,3.0,2.8,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,19,1,2025-02-02
Smyth Tribeca,US$367,8.3,Very good,751,4.0,6.3,9.3,Superior Queen Room,1 large double bed,False,True,True,19,1,2025-02-02
Hotel Elysee by Library Hotel Collection,US$288,8.6,Fabulous,377,4.0,1.2,9.6,Deluxe Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
SpringHill Suites by Marriott New York Manhattan Times Square,US$227,8.1,Very good,304,3.0,1.0,9.4,King Room,1 extra-large double bed,True,False,True,19,1,2025-02-02
Hilton Garden Inn New York/Midtown Park Avenue,US$228,8.1,Very good,2214,3.0,2.4,9.3,King Bed with City View,1 extra-large double bed,False,True,False,19,1,2025-02-02
Fairfield Inn by Marriott New York Manhattan/Financial District,US$197,7.8,Good,3621,3.0,7.2,,King Room,1 extra-large double bed,True,True,False,19,1,2025-02-02
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,US$188,8.0,Very good,313,3.0,3.1,,"Studio, 1 King",1 extra-large double bed,True,False,True,19,1,2025-02-02
AC Hotel by Marriott New York Downtown,US$188,8.4,Very good,1629,4.0,7.2,,King Guest Room - One King Bed - Non-Smoking,1 extra-large double bed,False,False,True,19,1,2025-02-02
Millennium Hotel Broadway Times Square,US$275,7.4,Good,7887,4.0,1.3,9.4,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 large double bed,False,True,False,19,1,2025-02-02
Hilton Garden Inn West 35th Street,US$221,8.2,Very good,3056,3.0,2.0,9.5,King Room,1 extra-large double bed,False,False,True,19,1,2025-02-02
ModernHaus SoHo,US$445,8.2,Very good,1064,5.0,5.4,,Standard Queen Room,1 large double bed,False,True,True,19,1,2025-02-02
Moxy NYC Downtown,US$217,8.1,Very good,2002,4.0,6.7,,Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
Cambria Hotel New York - Chelsea,US$217,7.9,Good,4004,4.0,2.5,,King Room - Non-Smoking,1 extra-large double bed,False,False,True,19,1,2025-02-02
"Kimpton Hotel Eventi, an IHG Hotel",US$323,8.4,Very good,507,5.0,2.4,,Essential Room,1 extra-large double bed,False,False,True,19,1,2025-02-02
The FIDI Hotel,US$192,8.1,Very good,1459,4.0,7.6,,Standard Queen,1 large double bed,False,False,True,19,1,2025-02-02
The Westin New York Grand Central,US$238,8.4,Very good,721,4.0,2.1,9.3,Traditional Double Room with Two Double Beds - Hearing Accessible,2 double beds,False,False,True,19,1,2025-02-02
Shoreham Hotel,US$192,7.3,Good,3278,4.0,0.8,9.4,Deluxe Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
Sixty LES,US$323,7.7,Good,848,4.0,5.2,,Queen Studio,1 large double bed,False,True,True,19,1,2025-02-02
Mint House at 70 Pine,US$267,9.2,Superb,979,4.0,7.2,,Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
Courtyard New York Manhattan/Midtown East,US$197,8.0,Very good,1626,4.0,1.6,,Larger Deluxe King Room with Sofa Bed,"2 beds (1 extra-large double, 1 sofa bed)",False,False,True,19,1,2025-02-02
Hotel Mimosa,US$183,8.3,Very good,1111,3.0,6.1,,Queen Room,1 large double bed,False,True,True,19,1,2025-02-02
Wingate by Wyndham New York Midtown South/5th Ave,US$222,8.4,Very good,2387,3.0,1.9,9.5,Queen Room - Non-Smoking,1 large double bed,True,False,True,19,1,2025-02-02
"Hotel Indigo Lower East Side New York, an IHG Hotel",US$239,7.3,Good,534,4.0,5.2,,Premium Queen Room with City View,1 large double bed,False,False,True,19,1,2025-02-02
The Ridge,US$187,7.5,Good,1302,3.0,5.1,,Standard Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
"U Hotel Fifth Avenue, Empire State Building",US$185,7.9,Good,3406,3.0,2.1,9.5,Queen Room,1 large double bed,False,False,True,19,1,2025-02-02
Hudson Yards Hotel,US$163,6.0,Review score,205,3.0,1.5,,Superior King Room,1 extra-large double bed,False,True,True,19,1,2025-02-02
Pestana Park Avenue,US$223,8.8,Fabulous,998,4.0,1.9,9.6,Classic Room,1 large double bed,False,True,True,19,1,2025-02-02
